Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US
06/30/2021,Race_eth_Hispanic,16077274,15.5,0,14093192,30.8,27,14.6,0
06/30/2021,US,166711900,0,0,142952599,0,0,0,0
06/30/2021,Race_eth_NHAsian,6353646,6.1,0,6031703,36.2,34.4,6.2,0
06/30/2021,Sex_Male,77713311,47.1,0,66622513,52.1,44.7,47,0
06/30/2021,Age_unknown,22884,0,0,4457,0,0,0,0
06/30/2021,Ages_12-15_yrs,4697513,2.8,0,3274311,30.9,21.5,2.3,0
06/30/2021,Race_eth_NHWhite,61959626,59.7,0,59020327,33.4,31.8,61.1,0
06/30/2021,Ages_16-17_yrs,3285835,2,0,2612565,43.5,34.6,1.8,0
06/30/2021,Ages_18-29_yrs,23973847,14.4,0,19640113,48.6,39.8,13.7,0
06/30/2021,Race_eth_unknown,62951027,60.7,0,46364845,0,0,48,0
06/30/2021,Race_eth_NHBlack,9570218,9.2,0,8541996,25.4,22.7,8.8,0
06/30/2021,Ages_50-64_yrs,43102144,25.9,0,37757021,73.4,64.3,26.4,0
06/30/2021,Race_eth_NHNHOPI,315452,0.3,0,273413,35.4,30.7,0.3,0
06/30/2021,Sex_unknown,1772319,1.1,0,1276618,0,0,0.9,0
06/30/2021,Sex_Female,87226270,52.9,0,75053468,56.7,48.8,53,0
06/29/2021,Race_eth_NHWhite,61738482,59.8,0,58806720,33.3,31.7,61.2,0
06/29/2021,Ages_50-64_yrs,42939945,25.9,0,37606724,73.2,64.1,26.4,0
06/29/2021,Race_eth_NHNHOPI,314351,0.3,0,272303,35.2,30.5,0.3,0
06/29/2021,Sex_known,164233841,0,98.9,141036034,0,0,0,99.1
06/29/2021,Sex_Female,86851537,52.9,0,74717395,56.4,48.6,53,0
06/29/2021,Race_eth_NHAsian,6320915,6.1,0,6000383,36,34.2,6.2,0
06/29/2021,Ages_30-39_yrs,22871647,13.8,0,19375478,56.5,47.9,13.6,0
06/29/2021,Race_eth_unknown,62721410,60.7,0,46168822,0,0,48,0
06/29/2021,Ages_<18yrs,8076680,4.9,0,5905318,12.2,8.9,4.1,0
06/29/2021,Age_unknown,22850,0,0,4439,0,0,0,0
06/29/2021,Race_eth_NHBlack,9500522,9.2,0,8484367,25.2,22.5,8.8,0
06/29/2021,Race_eth_Hispanic,15951351,15.4,0,13981342,30.5,26.8,14.5,0
06/29/2021,Ages_<12yrs,185039,0.1,0,110510,0.4,0.3,0.1,0
06/29/2021,Ages_40-49_yrs,23388909,14.1,0,20087209,63.1,54.2,14.1,0
06/29/2021,Sex_unknown,1770491,1.1,0,1274723,0,0,0.9,0
06/29/2021,US,166004332,0,0,142310757,0,0,0,0
06/29/2021,Ages_25-39_yrs,33237247,20,0,27995181,53.6,45.1,19.7,0
06/29/2021,Sex_Male,77382304,47.1,0,66318639,51.9,44.5,47,0
06/29/2021,Race_eth_NHMult_Oth,8409183,8.1,0,7700329,0,0,8,0
06/29/2021,Ages_75+_yrs,18321610,11,0,16241844,85.5,75.8,11.4,0
06/29/2021,Ages_65-74_yrs,26545454,16,0,23565960,89.5,79.5,16.6,0
06/29/2021,Race_eth_NHAIAN,1048118,1,0,896491,44.8,38.3,0.9,0
06/29/2021,Age_known,165981482,0,99,142306318,0,0,0,99
06/29/2021,Race_eth_known,103282922,0,62.2,96141935,0,0,0,67.6
06/29/2021,Ages_16-17_yrs,3257897,2,0,2586939,43.1,34.2,1.8,0
06/29/2021,Ages_18-24_yrs,13471637,8.1,0,10904082,48.5,39.3,7.7,0
06/29/2021,Ages_12-15_yrs,4633744,2.8,0,3207869,30.4,21.1,2.3,0
06/29/2021,Ages_18-29_yrs,23837237,14.4,0,19523785,48.3,39.6,13.7,0
06/28/2021,Race_eth_NHMult_Oth,8392970,8.1,0,7677217,0,0,8,0
06/28/2021,Ages_<12yrs,183849,0.1,0,109325,0.4,0.3,0.1,0
06/28/2021,Ages_75+_yrs,18312783,11.1,0,16229037,85.4,75.7,11.4,0
06/28/2021,Age_unknown,22828,0,0,4433,0,0,0,0
06/28/2021,Ages_<18yrs,8023506,4.8,0,5832760,12.1,8.8,4.1,0
06/28/2021,Sex_Female,86702422,52.9,0,74517374,56.3,48.4,53,0
06/28/2021,Race_eth_NHBlack,9462522,9.2,0,8430237,25.1,22.4,8.8,0
06/28/2021,Race_eth_NHNHOPI,313589,0.3,0,271403,35.2,30.4,0.3,0
06/28/2021,Sex_unknown,1769065,1.1,0,1273465,0,0,0.9,0
06/28/2021,Ages_16-17_yrs,3243831,2,0,2567321,42.9,34,1.8,0
06/28/2021,Age_known,165683653,0,99,141909652,0,0,0,99
06/28/2021,Race_eth_NHAIAN,1047116,1,0,895060,44.7,38.2,0.9,0
06/28/2021,Race_eth_NHWhite,61654230,59.8,0,58670005,33.2,31.6,61.2,0
06/28/2021,Race_eth_unknown,62641221,60.8,0,46087892,0,0,48.1,0
06/28/2021,Ages_30-39_yrs,22821340,13.8,0,19310985,56.4,47.7,13.6,0
06/28/2021,Race_eth_known,103065260,0,62.2,95826193,0,0,0,67.5
06/28/2021,Ages_50-64_yrs,42882142,25.9,0,37526960,73.1,63.9,26.4,0
06/28/2021,Ages_18-24_yrs,13431409,8.1,0,10851955,48.4,39.1,7.6,0
06/28/2021,Ages_40-49_yrs,23342136,14.1,0,20025505,63,54,14.1,0
06/28/2021,Ages_65-74_yrs,26530138,16,0,23545045,89.4,79.4,16.6,0
06/28/2021,Ages_25-39_yrs,33161539,20,0,27898390,53.4,45,19.7,0
06/28/2021,Sex_known,163937416,0,98.9,140640620,0,0,0,99.1
06/28/2021,US,165706481,0,0,141914085,0,0,0,0
06/28/2021,Ages_18-29_yrs,23771608,14.3,0,19439360,48.2,39.4,13.7,0
06/28/2021,Ages_12-15_yrs,4595826,2.8,0,3156114,30.2,20.7,2.2,0
06/28/2021,Race_eth_Hispanic,15888894,15.4,0,13906064,30.4,26.6,14.5,0
06/28/2021,Sex_Male,77234994,47.1,0,66123246,51.8,44.3,47,0
06/28/2021,Race_eth_NHAsian,6305939,6.1,0,5976207,35.9,34.1,6.2,0
06/27/2021,Race_eth_NHWhite,61556794,59.9,0,58391554,33.2,31.5,61.3,0
06/27/2021,Ages_30-39_yrs,22761524,13.8,0,19184010,56.2,47.4,13.6,0
06/27/2021,Ages_<18yrs,7970228,4.8,0,5734246,12,8.6,4.1,0
06/27/2021,Ages_75+_yrs,18304074,11.1,0,16209943,85.4,75.6,11.5,0
06/27/2021,Ages_16-17_yrs,3228417,2,0,2535172,42.7,33.5,1.8,0
06/27/2021,Age_unknown,22795,0,0,4431,0,0,0,0
06/27/2021,Ages_18-24_yrs,13382046,8.1,0,10757682,48.2,38.8,7.6,0
06/27/2021,Age_known,165351340,0,99,141202574,0,0,0,99
06/27/2021,Race_eth_NHAsian,6287820,6.1,0,5931679,35.8,33.8,6.2,0
06/27/2021,Sex_Female,86535480,52.9,0,74161802,56.2,48.2,53,0
06/27/2021,Race_eth_Hispanic,15796114,15.4,0,13757327,30.2,26.3,14.4,0
06/27/2021,Race_eth_NHAIAN,1045976,1,0,891999,44.7,38.1,0.9,0
06/27/2021,Ages_50-64_yrs,42819233,25.9,0,37371929,72.9,63.7,26.5,0
06/27/2021,US,165374135,0,0,141207005,0,0,0,0
06/27/2021,Ages_<12yrs,181740,0.1,0,106406,0.4,0.2,0.1,0
06/27/2021,Race_eth_known,102808885,0,62.2,95259958,0,0,0,67.5
06/27/2021,Ages_12-15_yrs,4560071,2.8,0,3092668,30,20.3,2.2,0
06/27/2021,Race_eth_NHBlack,9436358,9.2,0,8378410,25.1,22.3,8.8,0
06/27/2021,Sex_Male,77070213,47.1,0,65772409,51.7,44.1,47,0
06/27/2021,Ages_40-49_yrs,23290576,14.1,0,19911767,62.8,53.7,14.1,0
06/27/2021,Race_eth_NHMult_Oth,8373127,8.1,0,7639201,0,0,8,0
06/27/2021,Ages_18-29_yrs,23691048,14.3,0,19281358,48,39.1,13.7,0
06/27/2021,Race_eth_unknown,62565250,60.9,0,45947047,0,0,48.2,0
06/27/2021,Sex_unknown,1768442,1.1,0,1272794,0,0,0.9,0
06/27/2021,Race_eth_NHNHOPI,312696,0.3,0,269788,35.1,30.3,0.3,0
06/27/2021,Ages_65-74_yrs,26514657,16,0,23509321,89.4,79.3,16.6,0
06/27/2021,Ages_25-39_yrs,33070526,20,0,27707686,53.3,44.7,19.6,0
06/27/2021,Sex_known,163605693,0,98.9,139934211,0,0,0,99.1
06/26/2021,Race_eth_unknown,62500219,61,0,45797935,0,0,48.4,0
06/26/2021,Age_unknown,22774,0,0,4426,0,0,0,0
06/26/2021,Sex_Male,76888210,47.1,0,65388782,51.6,43.9,47,0
06/26/2021,Ages_40-49_yrs,23239821,14.1,0,19789363,62.7,53.4,14.1,0
06/26/2021,Race_eth_NHMult_Oth,8346495,8.1,0,7590610,0,0,8,0
06/26/2021,Race_eth_NHAsian,6262359,6.1,0,5860878,35.7,33.4,6.2,0
06/26/2021,Race_eth_NHWhite,61433099,59.9,0,58094460,33.1,31.3,61.4,0
06/26/2021,Ages_30-39_yrs,22703238,13.8,0,19049529,56.1,47,13.6,0
06/26/2021,Ages_16-17_yrs,3213339,1.9,0,2503805,42.5,33.1,1.8,0
06/26/2021,Race_eth_known,102518136,0,62.1,94645425,0,0,0,67.4
06/26/2021,Age_known,164995581,0,99,140438934,0,0,0,99
06/26/2021,Ages_12-15_yrs,4521732,2.7,0,3031495,29.7,19.9,2.2,0
06/26/2021,Ages_<12yrs,178937,0.1,0,103402,0.4,0.2,0.1,0
06/26/2021,Race_eth_NHBlack,9398619,9.2,0,8316797,25,22.1,8.8,0
06/26/2021,Sex_unknown,1766316,1.1,0,1270953,0,0,0.9,0
06/26/2021,Ages_18-29_yrs,23617888,14.3,0,19122810,47.9,38.7,13.6,0
06/26/2021,Ages_75+_yrs,18288410,11.1,0,16184604,85.3,75.5,11.5,0
06/26/2021,Race_eth_Hispanic,15722597,15.3,0,13627394,30.1,26.1,14.4,0
06/26/2021,Ages_<18yrs,7914008,4.8,0,5638702,11.9,8.5,4,0
06/26/2021,Ages_25-39_yrs,32983537,20,0,27506540,53.2,44.3,19.6,0
06/26/2021,Sex_known,163252039,0,98.9,139172407,0,0,0,99.1
06/26/2021,Ages_18-24_yrs,13337589,8.1,0,10665799,48,38.4,7.6,0
06/26/2021,Race_eth_NHAIAN,1043201,1,0,887196,44.6,37.9,0.9,0
06/26/2021,Ages_50-64_yrs,42746300,25.9,0,37193409,72.8,63.4,26.5,0
06/26/2021,Ages_65-74_yrs,26485916,16.1,0,23460517,89.3,79.1,16.7,0
06/26/2021,US,165018355,0,0,140443360,0,0,0,0
06/26/2021,Sex_Female,86363829,52.9,0,73783625,56.1,47.9,53,0
06/26/2021,Race_eth_NHNHOPI,311766,0.3,0,268090,35,30.1,0.3,0
06/25/2021,Sex_known,162913288,0,98.9,138680880,0,0,0,99.1
06/25/2021,Race_eth_Hispanic,15633835,15.3,0,13517702,29.9,25.9,14.3,0
06/25/2021,Age_unknown,22747,0,0,4415,0,0,0,0
06/25/2021,Ages_18-29_yrs,23542538,14.3,0,19018593,47.7,38.5,13.6,0
06/25/2021,Race_eth_unknown,62415577,61,0,45689144,0,0,48.5,0
06/25/2021,Race_eth_NHAIAN,1040432,1,0,883434,44.4,37.7,0.9,0
06/25/2021,Race_eth_NHAsian,6245824,6.1,0,5830335,35.6,33.2,6.2,0
06/25/2021,Sex_unknown,1758812,1.1,0,1263550,0,0,0.9,0
06/25/2021,Race_eth_known,102256523,0,62.1,94255286,0,0,0,67.4
06/25/2021,Race_eth_NHMult_Oth,8325733,8.1,0,7560100,0,0,8,0
06/25/2021,US,164672100,0,0,139944430,0,0,0,0
06/25/2021,Race_eth_NHBlack,9371469,9.2,0,8280266,24.9,22,8.8,0
06/25/2021,Ages_18-24_yrs,13290532,8.1,0,10601924,47.9,38.2,7.6,0
06/25/2021,Ages_75+_yrs,18274907,11.1,0,16168808,85.2,75.4,11.6,0
06/25/2021,Ages_65-74_yrs,26463245,16.1,0,23432505,89.2,79,16.7,0
06/25/2021,Ages_12-15_yrs,4477591,2.7,0,2952919,29.4,19.4,2.1,0
06/25/2021,Ages_<12yrs,176235,0.1,0,99948,0.4,0.2,0.1,0
06/25/2021,Sex_Male,76721275,47.1,0,65145308,51.5,43.7,47,0
06/25/2021,Age_known,164649353,0,99,139940015,0,0,0,99
06/25/2021,Ages_30-39_yrs,22647978,13.8,0,18969729,55.9,46.9,13.6,0
06/25/2021,Ages_40-49_yrs,23190673,14.1,0,19718426,62.6,53.2,14.1,0
06/25/2021,Ages_<18yrs,7851347,4.8,0,5534026,11.8,8.3,4,0
06/25/2021,Ages_16-17_yrs,3197521,1.9,0,2481159,42.3,32.8,1.8,0
06/25/2021,Sex_Female,86192013,52.9,0,73535572,56,47.8,53,0
06/25/2021,Race_eth_NHNHOPI,310830,0.3,0,266877,34.9,29.9,0.3,0
06/25/2021,Ages_50-64_yrs,42678665,25.9,0,37097928,72.7,63.2,26.5,0
06/25/2021,Ages_25-39_yrs,32899984,20,0,27386398,53,44.1,19.6,0
06/25/2021,Race_eth_NHWhite,61328400,60,0,57916572,33.1,31.2,61.4,0
06/24/2021,Race_eth_NHMult_Oth,8297847,8.1,0,7522853,0,0,8,0
06/24/2021,Ages_12-15_yrs,4439220,2.7,0,2883246,29.2,18.9,2.1,0
06/24/2021,Ages_75+_yrs,18279625,11.1,0,16162359,85.3,75.4,11.6,0
06/24/2021,Ages_18-24_yrs,13264783,8.1,0,10556459,47.8,38,7.6,0
06/24/2021,Race_eth_NHWhite,61355407,60,0,57856194,33.1,31.2,61.5,0
06/24/2021,Race_eth_unknown,62363856,61,0,45609366,0,0,48.5,0
06/24/2021,Race_eth_NHAIAN,1038240,1,0,880217,44.3,37.6,0.9,0
06/24/2021,Race_eth_NHAsian,6251185,6.1,0,5817525,35.6,33.2,6.2,0
06/24/2021,Sex_unknown,1756304,1.1,0,1261253,0,0,0.9,0
06/24/2021,Ages_65-74_yrs,26463968,16.1,0,23420424,89.2,79,16.8,0
06/24/2021,Race_eth_Hispanic,15568339,15.2,0,13421500,29.8,25.7,14.3,0
06/24/2021,Ages_40-49_yrs,23175938,14.1,0,19677282,62.5,53.1,14.1,0
06/24/2021,Ages_50-64_yrs,42674076,25.9,0,37052123,72.7,63.1,26.5,0
06/24/2021,Sex_Male,76651893,47.1,0,64986505,51.4,43.6,47,0
06/24/2021,Race_eth_NHNHOPI,310446,0.3,0,265762,34.8,29.8,0.3,0
06/24/2021,Ages_<12yrs,173577,0.1,0,96957,0.4,0.2,0.1,0
06/24/2021,Sex_known,162786825,0,98.9,138364877,0,0,0,99.1
06/24/2021,Ages_30-39_yrs,22626413,13.8,0,18920583,55.9,46.7,13.6,0
06/24/2021,Ages_<18yrs,7797002,4.7,0,5442007,11.8,8.2,3.9,0
06/24/2021,Ages_18-29_yrs,23503438,14.3,0,18946981,47.6,38.4,13.6,0
06/24/2021,Age_known,164520460,0,99,139621759,0,0,0,99
06/24/2021,Age_unknown,22669,0,0,4371,0,0,0,0
06/24/2021,Sex_Female,86134932,52.9,0,73378372,56,47.7,53,0
06/24/2021,Ages_16-17_yrs,3184205,1.9,0,2461804,42.1,32.6,1.8,0
06/24/2021,Race_eth_known,102179273,0,62.1,94016764,0,0,0,67.3
06/24/2021,Race_eth_NHBlack,9357809,9.2,0,8252713,24.9,21.9,8.8,0
06/24/2021,Ages_25-39_yrs,32865068,20,0,27311105,53,44,19.6,0
06/24/2021,US,164543129,0,0,139626130,0,0,0,0
06/23/2021,Race_eth_unknown,62269817,61.1,0,45512185,0,0,48.6,0
06/23/2021,Sex_known,162434506,0,98.9,137944535,0,0,0,99.1
06/23/2021,Age_unknown,22596,0,0,4324,0,0,0,0
06/23/2021,Ages_40-49_yrs,23127047,14.1,0,19618524,62.4,52.9,14.1,0
06/23/2021,Ages_<12yrs,170843,0.1,0,94404,0.4,0.2,0.1,0
06/23/2021,Age_known,164165994,0,99,139197273,0,0,0,99
06/23/2021,Race_eth_NHAsian,6234633,6.1,0,5795892,35.5,33,6.2,0
06/23/2021,Sex_Male,76475965,47.1,0,64777289,51.3,43.4,47,0
06/23/2021,Race_eth_known,101918773,0,62.1,93689412,0,0,0,67.3
06/23/2021,Ages_18-29_yrs,23424459,14.3,0,18859155,47.5,38.2,13.5,0
06/23/2021,Ages_18-24_yrs,13215224,8,0,10501602,47.6,37.8,7.5,0
06/23/2021,Sex_unknown,1754084,1.1,0,1257062,0,0,0.9,0
06/23/2021,Ages_30-39_yrs,22570865,13.7,0,18855375,55.7,46.6,13.5,0
06/23/2021,Sex_Female,85958541,52.9,0,73167246,55.9,47.5,53,0
06/23/2021,Race_eth_NHWhite,61244100,60.1,0,57703890,33,31.1,61.6,0
06/23/2021,Race_eth_Hispanic,15488037,15.2,0,13334610,29.7,25.5,14.2,0
06/23/2021,Ages_25-39_yrs,32780100,20,0,27212928,52.8,43.9,19.5,0
06/23/2021,Ages_12-15_yrs,4389964,2.7,0,2819910,28.8,18.5,2,0
06/23/2021,Ages_50-64_yrs,42607994,26,0,36969975,72.6,63,26.6,0
06/23/2021,Race_eth_NHBlack,9328681,9.2,0,8218923,24.8,21.8,8.8,0
06/23/2021,Ages_75+_yrs,18266542,11.1,0,16144602,85.2,75.3,11.6,0
06/23/2021,Ages_65-74_yrs,26441294,16.1,0,23391239,89.1,78.9,16.8,0
06/23/2021,US,164188590,0,0,139201597,0,0,0,0
06/23/2021,Race_eth_NHAIAN,1035293,1,0,876958,44.2,37.5,0.9,0
06/23/2021,Race_eth_NHNHOPI,309433,0.3,0,264596,34.7,29.7,0.3,0
06/23/2021,Race_eth_NHMult_Oth,8278596,8.1,0,7494543,0,0,8,0
06/23/2021,Ages_16-17_yrs,3166986,1.9,0,2444089,41.9,32.3,1.8,0
06/23/2021,Ages_<18yrs,7727793,4.7,0,5358403,11.6,8.1,3.8,0
06/22/2021,Race_eth_NHNHOPI,308711,0.3,0,263606,34.6,29.6,0.3,0
06/22/2021,Ages_<12yrs,168371,0.1,0,92230,0.4,0.2,0.1,0
06/22/2021,Ages_75+_yrs,18255558,11.1,0,16131906,85.2,75.2,11.6,0
06/22/2021,Sex_known,162149311,0,98.9,137611306,0,0,0,99.1
06/22/2021,Ages_12-15_yrs,4351501,2.7,0,2771243,28.6,18.2,2,0
06/22/2021,Ages_16-17_yrs,3153381,1.9,0,2430293,41.7,32.2,1.8,0
06/22/2021,Ages_18-29_yrs,23363193,14.3,0,18791389,47.3,38.1,13.5,0
06/22/2021,Sex_Male,76334232,47.1,0,64610972,51.2,43.3,47,0
06/22/2021,Race_eth_NHAIAN,1033416,1,0,874776,44.1,37.4,0.9,0
06/22/2021,US,163901489,0,0,138866674,0,0,0,0
06/22/2021,Race_eth_NHMult_Oth,8261132,8.1,0,7470954,0,0,8,0
06/22/2021,Race_eth_NHWhite,61153763,60.1,0,57591204,33,31.1,61.6,0
06/22/2021,Ages_<18yrs,7673253,4.7,0,5293766,11.6,8,3.8,0
06/22/2021,Age_known,163878949,0,99,138862387,0,0,0,99
06/22/2021,Ages_30-39_yrs,22526114,13.7,0,18803311,55.6,46.4,13.5,0
06/22/2021,Ages_65-74_yrs,26421430,16.1,0,23368437,89.1,78.8,16.8,0
06/22/2021,Race_eth_NHBlack,9301054,9.1,0,8189814,24.7,21.8,8.8,0
06/22/2021,Ages_18-24_yrs,13176905,8,0,10459618,47.5,37.7,7.5,0
06/22/2021,Ages_50-64_yrs,42552204,26,0,36903281,72.5,62.9,26.6,0
06/22/2021,Race_eth_unknown,62202151,61.2,0,45442399,0,0,48.6,0
06/22/2021,Ages_40-49_yrs,23087197,14.1,0,19570297,62.3,52.8,14.1,0
06/22/2021,Age_unknown,22540,0,0,4287,0,0,0,0
06/22/2021,Sex_Female,85815079,52.9,0,73000334,55.8,47.4,53,0
06/22/2021,Sex_unknown,1752178,1.1,0,1255368,0,0,0.9,0
06/22/2021,Race_eth_NHAsian,6218822,6.1,0,5774316,35.4,32.9,6.2,0
06/22/2021,Ages_25-39_yrs,32712402,20,0,27135082,52.7,43.7,19.5,0
06/22/2021,Race_eth_known,101699338,0,62,93424275,0,0,0,67.3
06/22/2021,Race_eth_Hispanic,15422440,15.2,0,13259605,29.5,25.4,14.2,0
06/21/2021,Ages_16-17_yrs,3140264,1.9,0,2414165,41.5,31.9,1.7,0
06/21/2021,Race_eth_known,101492175,0,62,93137436,0,0,0,67.2
06/21/2021,Ages_50-64_yrs,42500862,26,0,36836104,72.4,62.8,26.6,0
06/21/2021,Age_unknown,22481,0,0,4259,0,0,0,0
06/21/2021,Ages_25-39_yrs,32644920,20,0,27050496,52.6,43.6,19.5,0
06/21/2021,Race_eth_NHAsian,6202009,6.1,0,5749128,35.4,32.8,6.2,0
06/21/2021,Race_eth_NHAIAN,1032320,1,0,873471,44.1,37.3,0.9,0
06/21/2021,Race_eth_unknown,62138699,61.2,0,45378436,0,0,48.7,0
06/21/2021,Ages_18-29_yrs,23303986,14.2,0,18718437,47.2,37.9,13.5,0
06/21/2021,Sex_Male,76200392,47.1,0,64436814,51.1,43.2,46.9,0
06/21/2021,Race_eth_NHMult_Oth,8247895,8.1,0,7449892,0,0,8,0
06/21/2021,Race_eth_Hispanic,15368837,15.1,0,13193323,29.4,25.3,14.2,0
06/21/2021,Ages_65-74_yrs,26407812,16.1,0,23350682,89,78.7,16.9,0
06/21/2021,Ages_<12yrs,167128,0.1,0,90741,0.4,0.2,0.1,0
06/21/2021,Age_known,163608393,0,99,138511613,0,0,0,99
06/21/2021,US,163630874,0,0,138515872,0,0,0,0
06/21/2021,Sex_unknown,1750248,1.1,0,1253319,0,0,0.9,0
06/21/2021,Sex_known,161880626,0,98.9,137262553,0,0,0,99.1
06/21/2021,Race_eth_NHWhite,61066826,60.2,0,57462381,32.9,31,61.7,0
06/21/2021,Race_eth_NHNHOPI,307775,0.3,0,262609,34.5,29.4,0.3,0
06/21/2021,Race_eth_NHBlack,9266513,9.1,0,8146632,24.6,21.6,8.7,0
06/21/2021,Ages_30-39_yrs,22481676,13.7,0,18746917,55.5,46.3,13.5,0
06/21/2021,Sex_Female,85680234,52.9,0,72825739,55.7,47.3,53.1,0
06/21/2021,Ages_18-24_yrs,13140742,8,0,10414858,47.3,37.5,7.5,0
06/21/2021,Ages_75+_yrs,18248875,11.2,0,16123419,85.1,75.2,11.6,0
06/21/2021,Ages_40-49_yrs,23045078,14.1,0,19516849,62.2,52.7,14.1,0
06/21/2021,Ages_<18yrs,7620104,4.7,0,5219205,11.5,7.9,3.8,0
06/21/2021,Ages_12-15_yrs,4312712,2.6,0,2714299,28.3,17.8,2,0
06/20/2021,Ages_12-15_yrs,4276936,2.6,0,2647771,28.1,17.4,1.9,0
06/20/2021,Ages_50-64_yrs,42459648,26,0,36776209,72.3,62.7,26.6,0
06/20/2021,Ages_75+_yrs,18243634,11.2,0,16116434,85.1,75.2,11.7,0
06/20/2021,Ages_65-74_yrs,26397211,16.2,0,23335997,89,78.7,16.9,0
06/20/2021,Race_eth_NHNHOPI,307247,0.3,0,261786,34.5,29.4,0.3,0
06/20/2021,Sex_Male,76082144,47.1,0,64262212,51,43.1,46.9,0
06/20/2021,Race_eth_NHAIAN,1031335,1,0,871885,44.1,37.2,0.9,0
06/20/2021,Age_known,163373262,0,99,138164105,0,0,0,99
06/20/2021,US,163395738,0,0,138168361,0,0,0,0
06/20/2021,Race_eth_NHMult_Oth,8234326,8.1,0,7423991,0,0,8,0
06/20/2021,Ages_<18yrs,7570415,4.6,0,5133143,11.4,7.7,3.7,0
06/20/2021,Race_eth_NHAsian,6188829,6.1,0,5722840,35.3,32.6,6.2,0
06/20/2021,Ages_16-17_yrs,3128551,1.9,0,2397634,41.4,31.7,1.7,0
06/20/2021,Race_eth_NHBlack,9248340,9.1,0,8120743,24.6,21.6,8.7,0
06/20/2021,Ages_18-24_yrs,13105927,8,0,10368588,47.2,37.3,7.5,0
06/20/2021,Ages_40-49_yrs,23011947,14.1,0,19468299,62.1,52.5,14.1,0
06/20/2021,Race_eth_unknown,62070632,61.3,0,45309073,0,0,48.8,0
06/20/2021,Race_eth_known,101325106,0,62,92859288,0,0,0,67.2
06/20/2021,Ages_<12yrs,164928,0.1,0,87738,0.4,0.2,0.1,0
06/20/2021,Sex_unknown,1749604,1.1,0,1252551,0,0,0.9,0
06/20/2021,Ages_18-29_yrs,23247853,14.2,0,18642727,47.1,37.8,13.5,0
06/20/2021,Age_unknown,22476,0,0,4256,0,0,0,0
06/20/2021,Race_eth_Hispanic,15314909,15.1,0,13120597,29.3,25.1,14.1,0
06/20/2021,Ages_30-39_yrs,22442554,13.7,0,18691296,55.4,46.2,13.5,0
06/20/2021,Sex_known,161646134,0,98.9,136915810,0,0,0,99.1
06/20/2021,Sex_Female,85563990,52.9,0,72653598,55.6,47.2,53.1,0
06/20/2021,Race_eth_NHWhite,61000120,60.2,0,57337446,32.9,30.9,61.7,0
06/20/2021,Ages_25-39_yrs,32584480,19.9,0,26965435,52.5,43.5,19.5,0
06/19/2021,Ages_<12yrs,162279,0.1,0,83898,0.4,0.2,0.1,0
06/19/2021,Race_eth_NHMult_Oth,8216409,8.1,0,7390599,0,0,8,0
06/19/2021,Race_eth_NHWhite,60912072,60.3,0,57178668,32.8,30.8,61.8,0
06/19/2021,Sex_unknown,1746998,1.1,0,1249199,0,0,0.9,0
06/19/2021,Ages_18-29_yrs,23179769,14.2,0,18547570,47,37.6,13.5,0
06/19/2021,Ages_25-39_yrs,32505616,19.9,0,26853835,52.4,43.3,19.5,0
06/19/2021,Race_eth_NHAsian,6173105,6.1,0,5693080,35.2,32.5,6.2,0
06/19/2021,Race_eth_NHAIAN,1028911,1,0,867670,43.9,37.1,0.9,0
06/19/2021,Sex_known,161330951,0,98.9,136437519,0,0,0,99.1
06/19/2021,Ages_30-39_yrs,22390049,13.7,0,18616675,55.3,46,13.5,0
06/19/2021,Ages_16-17_yrs,3113729,1.9,0,2375836,41.2,31.4,1.7,0
06/19/2021,Ages_<18yrs,7507762,4.6,0,5015950,11.3,7.6,3.6,0
06/19/2021,Ages_75+_yrs,18233880,11.2,0,16103238,85.1,75.1,11.7,0
06/19/2021,Age_unknown,22408,0,0,4224,0,0,0,0
06/19/2021,Race_eth_NHBlack,9222207,9.1,0,8084157,24.5,21.5,8.7,0
06/19/2021,Sex_Female,85404438,52.9,0,72413040,55.5,47.1,53.1,0
06/19/2021,Ages_65-74_yrs,26379718,16.2,0,23310686,88.9,78.6,16.9,0
06/19/2021,Ages_18-24_yrs,13064202,8,0,10310410,47.1,37.1,7.5,0
06/19/2021,Ages_40-49_yrs,22965094,14.1,0,19400585,62,52.4,14.1,0
06/19/2021,Sex_Male,75926513,47.1,0,64024479,50.9,42.9,46.9,0
06/19/2021,US,163077949,0,0,137686718,0,0,0,0
06/19/2021,Race_eth_unknown,61985938,61.3,0,45206431,0,0,48.9,0
06/19/2021,Ages_12-15_yrs,4231754,2.6,0,2556216,27.8,16.8,1.9,0
06/19/2021,Age_known,163055541,0,99,137682494,0,0,0,99
06/19/2021,Race_eth_known,101092011,0,62,92480287,0,0,0,67.2
06/19/2021,Race_eth_Hispanic,15233158,15.1,0,13005904,29.2,24.9,14.1,0
06/19/2021,Race_eth_NHNHOPI,306149,0.3,0,260209,34.3,29.2,0.3,0
06/19/2021,Ages_50-64_yrs,42399269,26,0,36687790,72.2,62.5,26.6,0
06/18/2021,Ages_75+_yrs,18220158,11.2,0,16084638,85,75,11.7,0
